"DAY","Set","            Team A                        ","Points","A SRV TTL","A SRV #","A SRV /","A SRV =","A PASS TTL","A PASS #","A PASS +","A PASS /","A PASS =","A ATT1 TTL","A ATT1 #","A ATT1 /","A ATT1=","A ATT2 TTL","A ATT2 #","A ATT2 /","A ATT2=","A BLOCK TTL","A BLOCK #","A BLOCK /","A BLOCK=","A SETTING","A SETTING =","Team B","Points","A SRV TTL","A SRV #","A SRV /","A SRV =","A PASS TTL","A PASS #","A PASS +","A PASS /","A PASS =","A ATT1 TTL","A ATT1 #","A ATT1 /","A ATT1=","A ATT2 TTL","A ATT2 #","A ATT2 /","A ATT2=","A BLOCK TTL","A BLOCK #","A BLOCK /","A BLOCK=","A SETTING","A SETTING ="
"5","5","Pamvochaikos","15","13","2","0","3","9","3","3","1","0","8","6","0","0","6","2","0","0","6","2","0","2","8","0","Iraklis Petosfairishs","9","10","0","1","1","10","2","3","0","2","8","3","2","0","6","2","0","1","3","0","0","2","8","1"
"5","1","Iraklis Chalkidas","16","17","1","1","4","22","8","3","1","3","17","7","1","3","5","3","1","0","10","2","0","4","26","0","Olympiacos","25","24","3","1","2","13","5","4","1","1","11","5","1","0","14","8","1","1","13","2","0","5","26","0"
"5","2","Iraklis Chalkidas","18","18","1","0","3","20","5","5","0","0","16","5","3","1","11","2","1","1","14","5","0","6","33","0","Olympiacos","25","25","0","0","5","15","2","4","0","1","13","8","1","0","15","8","4","0","16","4","0","3","29","0"
"5","3","Iraklis Chalkidas","25","25","2","0","3","13","3","3","0","1","11","8","0","2","9","4","0","1","9","1","0","4","19","0","Olympiacos","19","19","1","0","6","22","6","7","0","2","19","8","1","2","7","4","0","1","8","0","0","5","27","1"
"5","4","Iraklis Chalkidas","21","21","2","1","1","21","6","4","0","0","21","10","4","0","9","4","2","0","13","0","0","6","29","0","Olympiacos","25","25","0","0","4","20","5","7","1","2","17","11","0","0","12","7","0","1","19","6","0","7","27","0"
"6","1","Iraklis Petosfairishs","25","25","0","0","3","16","7","6","0","1","15","9","1","1","5","4","0","0","7","2","0","3","13","0","Ethnikos Alexandroupolis","21","21","1","0","5","22","10","6","0","0","22","11","2","3","6","4","0","1","11","1","0","7","16","1"
"6","2","Iraklis Petosfairishs","23","23","0","1","0","21","11","2","0","1","20","13","1","1","15","4","0","4","17","2","0","9","17","0","Ethnikos Alexandroupolis","25","25","1","0","4","23","12","6","1","0","23","16","1","0","8","2","1","0","14","1","0","8","19","0"
"6","3","Iraklis Petosfairishs","25","25","1","1","3","18","10","2","2","0","16","7","1","2","14","6","1","1","12","4","0","5","13","0","Ethnikos Alexandroupolis","22","22","0","2","4","22","5","6","1","1","20","7","4","3","9","6","0","0","10","2","0","3","18","0"
"6","4","Iraklis Petosfairishs","25","24","2","1","1","18","5","4","1","2","15","8","2","1","11","4","0","0","9","0","0","6","13","0","Ethnikos Alexandroupolis","21","22","2","1","4","23","7","7","1","2","20","7","0","4","11","7","0","1","14","2","2","6","17","0"
"6","1","Kyzikos Peramou","21","22","0","2","0","21","5","6","3","0","17","11","0","2","9","3","2","3","9","2","0","6","11","0","Panachaiki","25","24","0","3","3","22","5","8","2","0","19","15","0","2","7","3","2","0","9","2","0","3","15","0"
"6","2","Kyzikos Peramou","17","17","0","1","0","22","11","3","1","2","17","10","3","2","8","2","1","0","12","2","0","6","13","1","Panachaiki","25","25","2","1","3","17","4","4","1","0","16","11","2","0","7","5","0","0","14","4","0","5","10","0"
"6","3","Kyzikos Peramou","18","19","1","1","5","20","8","3","1","1","18","7","2","1","6","5","1","0","8","0","0","3","12","0","Panachaiki","25","24","1","1","4","14","7","3","1","1","11","9","0","0","8","6","0","1","15","3","0","7","11","0"
"6","1","Orestiada","9","10","0","0","5","22","5","6","2","3","17","5","2","3","3","0","0","1","5","2","0","2","21","0","Olympiacos","25","24","3","2","2","5","4","1","0","0","5","4","1","0","10","7","1","0","8","2","0","2","14","0"
"6","2","Orestiada","21","21","2","2","2","24","5","6","2","1","21","11","1","2","6","2","0","0","15","2","0","9","27","1","Olympiacos","25","25","1","2","1","19","8","2","2","2","14","9","1","1","14","9","1","1","9","1","0","6","29","0"
"6","3","Orestiada","11","12","0","1","3","20","4","5","2","2","13","6","0","0","9","1","1","1","8","0","0","6","22","2","Olympiacos","25","24","2","2","4","9","2","1","1","0","7","6","0","0","16","10","0","0","10","1","0","4","21","0"
"6","1","Paok","25","25","2","3","3","13","6","5","0","1","12","7","2","1","12","6","1","0","4","0","0","3","12","0","Kifisia","17","17","1","0","4","22","6","5","3","2","17","8","0","3","4","1","0","2","13","3","1","5","15","0"
"6","2","Paok","23","23","1","2","4","22","12","1","1","1","20","10","2","2","13","4","2","1","12","3","0","7","20","0","Kifisia","25","25","1","1","3","19","7","6","2","1","16","10","2","0","9","3","1","2","15","4","0","5","15","0"
"6","3","Paok","24","25","1","1","4","22","7","6","2","1","19","9","2","1","9","5","0","1","11","0","2","5","17","1","Kifisia","26","25","1","2","3","21","4","8","1","1","18","7","0","4","13","7","0","2","9","2","0","3","15","0"
"6","4","Paok","25","24","2","0","6","18","7","1","1","0","17","9","0","2","10","5","0","1","13","3","0","4","12","0","Kifisia","20","21","0","1","3","18","5","7","0","2","16","7","1","3","14","4","2","0","11","0","0","5","13","0"
"6","5","Paok","15","14","0","0","3","12","4","4","1","1","10","4","1","0","4","2","1","0","11","4","0","3","9","0","Kifisia","13","14","1","1","2","11","4","4","0","0","11","5","3","2","8","2","1","0","7","2","1","1","11","0"
"6","1","Panathinaikos","25","24","1","2","2","11","2","5","0","0","10","6","0","0","15","4","1","0","18","4","0","6","22","1","Iraklis Chalkidas","14","15","0","0","4","22","10","1","2","1","17","8","1","2","10","2","3","0","7","1","0","2","31","4"
"6","2","Panathinaikos","25","25","1","1","3","17","2","5","1","1","15","7","1","1","9","6","1","0","17","2","0","10","21","1","Iraklis Chalkidas","21","21","1","1","4","22","6","3","1","1","16","7","2","2","11","6","0","1","8","2","0","5","31","2"
"6","3","Panathinaikos","25","24","2","0","5","16","4","2","2","3","11","10","0","0","4","3","1","0","9","2","0","5","16","1","Iraklis Chalkidas","20","21","3","2","5","19","5","4","0","2","16","8","2","2","5","2","0","0","7","1","0","6","18","1"
"6","1","Foinikas Syrou","25","24","1","0","5","18","2","5","3","2","12","9","0","0","6","5","0","0","13","2","1","4","11","0","Pamvochaikos","22","23","2","3","5","19","5","5","0","1","18","9","2","2","9","6","0","1","9","0","1","4","15","0"
"6","2","Foinikas Syrou","22","23","3","2","3","21","8","4","0","1","19","7","4","1","11","2","2","3","11","2","0","2","21","0","Pamvochaikos","25","24","1","0","3","20","5","5","2","3","15","8","1","2","8","1","1","1","16","6","0","4","15","2"
"6","3","Foinikas Syrou","21","21","4","0","2","21","1","4","4","4","13","6","2","1","7","3","1","1","12","2","0","9","10","1","Pamvochaikos","25","25","4","4","4","19","5","2","0","4","15","8","1","1","9","5","1","1","10","3","1","3","11","0"
"6","4","Foinikas Syrou","25","25","0","1","1","11","5","2","0","0","11","6","1","0","11","6","0","2","12","3","1","6","11","0","Pamvochaikos","19","18","0","0","7","24","5","7","1","0","23","11","3","1","6","3","0","1","7","1","0","4","18","1"
"6","5","Foinikas Syrou","16","17","1","1","3","13","4","1","2","1","10","5","2","2","9","2","0","0","10","2","2","3","8","0","Pamvochaikos","18","17","1","2","4","14","8","1","1","1","12","8","0","1","6","2","2","1","12","2","0","5","13","0"
"7","1","Ethnikos Alexandroupolis","25","25","4","0","4","13","3","4","1","1","10","5","0","1","8","4","0","1","13","4","0","0","1","0","Foinikas Syrou","18","18","1","1","5","21","5","7","0","4","14","9","3","0","10","2","1","2","6","0","0","0","1","1"
"7","2","Ethnikos Alexandroupolis","25","24","3","0","4","22","9","4","0","0","21","8","2","1","9","5","1","1","8","3","0","0","0","0","Foinikas Syrou","21","22","0","0","0","20","5","4","0","3","16","6","2","2","13","7","1","2","11","3","0","0","1","1"
"7","3","Ethnikos Alexandroupolis","25","24","0","2","0","22","3","9","1","0","19","7","4","1","15","6","1","1","11","5","0","3","1","1","Foinikas Syrou","23","23","0","1","1","24","9","5","2","0","21","9","2","3","13","6","3","1","13","5","0","0","1","1"
"7","1","Pamvochaikos","25","25","3","2","6","16","6","4","2","1","13","8","0","1","10","6","0","0","13","3","1","3","17","1","Kyzikos Peramou","16","16","1","2","0","19","4","4","2","3","14","6","0","3","10","1","3","2","4","0","0","3","12","0"
"7","2","Pamvochaikos","25","24","3","0","3","15","5","3","2","2","11","6","0","3","12","7","0","0","12","3","0","4","16","0","Kyzikos Peramou","19","20","2","2","5","21","6","7","0","3","17","7","2","1","7","4","1","0","10","0","0","6","16","0"
"7","3","Pamvochaikos","25","25","2","0","4","20","5","6","1","3","15","8","1","0","15","8","0","1","13","2","0","5","18","2","Kyzikos Peramou","23","23","3","1","3","21","3","4","0","2","19","6","0","2","12","6","2","0","10","1","0","4","14","0"
"7","1","Olympiacos","25","24","3","1","5","16","7","2","1","2","13","8","1","2","5","3","0","1","9","3","0","5","16","0","Panathinaikos","22","23","2","1","7","19","5","2","1","3","15","9","2","1","4","2","1","0","6","1","0","4","16","0"
"7","2","Olympiacos","19","20","0","2","3","18","3","5","1","2","15","7","1","3","13","3","2","3","11","2","0","3","21","1","Panathinaikos","25","24","2","1","6","17","5","3","2","0","15","7","0","1","10","3","2","0","12","3","0","4","16","0"
"7","3","Olympiacos","25","24","2","0","5","20","5","3","2","2","16","10","1","0","17","8","0","0","14","0","0","6","26","0","Panathinaikos","23","24","2","2","4","19","5","3","0","2","16","9","0","0","16","6","0","2","11","1","0","4","25","0"
"7","4","Olympiacos","25","24","3","3","4","16","9","1","1","0","15","9","1","1","8","4","2","0","11","0","0","6","19","1","Panathinaikos","23","21","0","1","5","20","7","0","3","3","14","7","0","2","7","5","0","1","15","3","0","9","17","0"
"7","1","Paok","25","24","0","0","3","13","6","5","1","1","10","7","0","1","10","8","0","1","13","2","0","5","11","0","Iraklis Petosfairishs","14","15","1","1","2","21","15","2","0","0","21","6","2","4","4","2","0","1","6","0","0","5","19","1"
"7","2","Paok","25","25","1","3","2","16","4","3","1","2","13","8","1","2","13","6","1","1","9","1","0","2","11","0","Iraklis Petosfairishs","20","20","2","1","4","23","6","7","3","1","18","8","1","2","10","3","0","3","7","2","0","3","15","0"
"7","3","Paok","25","24","2","0","0","10","8","0","0","0","10","6","0","0","7","3","0","1","8","2","0","5","9","0","Iraklis Petosfairishs","15","15","0","0","5","24","10","4","0","2","21","12","1","4","5","1","1","1","4","0","1","1","20","1"
"7","1","Panachaiki","21","20","2","1","1","19","5","3","1","3","13","4","1","5","4","1","0","1","7","0","0","5","12","0","Orestiada","25","25","3","1","6","19","6","2","1","2","14","6","0","4","6","5","0","1","4","1","0","2","17","2"
"7","2","Panachaiki","25","25","0","3","6","20","6","3","1","1","18","12","0","1","12","6","0","3","6","1","0","2","20","0","Orestiada","23","23","1","1","3","19","4","5","3","0","15","8","1","1","9","3","0","1","5","0","1","2","19","2"
"7","3","Panachaiki","25","24","2","1","1","17","3","6","1","1","15","5","3","2","18","11","0","3","15","3","0","3","16","0","Orestiada","16","17","1","1","0","23","5","5","1","2","18","5","1","1","8","1","2","0","14","3","0","5","16","3"
"7","4","Panachaiki","22","23","2","0","6","19","6","3","2","0","17","6","2","3","18","7","4","1","7","0","2","1","18","0","Orestiada","25","23","0","2","4","17","7","1","0","2","14","7","0","1","13","2","0","1","16","6","0","2","16","0"
"7","5","Panachaiki","18","17","0","1","1","15","6","2","2","0","13","9","1","1","7","3","0","1","5","1","0","2","15","0","Orestiada","16","17","0","2","2","16","5","4","1","0","14","8","1","1","7","4","0","1","7","1","1","3","14","1"
"7","1","Iraklis Chalkidas","25","24","1","2","3","19","7","6","0","0","17","14","0","1","9","3","2","0","11","3","0","5","25","1","Kifisia","21","22","0","0","3","21","2","7","2","1","17","9","2","1","7","5","1","0","11","2","0","5","25","0"
"7","2","Iraklis Chalkidas","21","22","0","0","4","20","9","4","0","2","17","10","3","1","5","4","0","0","2","0","0","2","22","1","Kifisia","25","24","2","0","4","18","5","8","0","0","16","11","0","2","3","3","0","0","8","2","0","3","21","1"
"7","3","Iraklis Chalkidas","36","36","0","3","2","32","8","11","1","3","27","14","1","3","20","8","0","0","18","3","0","10","40","1","Kifisia","38","38","3","1","6","34","8","11","3","0","31","20","0","2","14","8","3","0","22","1","0","10","49","3"
"7","4","Iraklis Chalkidas","20","21","0","0","0","21","1","4","0","2","17","6","3","2","12","5","0","0","12","4","0","5","22","3","Kifisia","25","24","2","0","3","21","5","10","0","0","21","10","3","2","8","5","1","0","13","3","0","4","32","0"
"8","1","Iraklis Petosfairishs","25","25","2","0","1","18","6","8","1","0","17","11","2","1","4","1","1","0","19","4","0","11","17","0","Iraklis Chalkidas","22","22","0","1","4","24","5","6","0","2","22","12","2","3","9","5","2","0","7","3","0","4","16","0"
"8","2","Iraklis Petosfairishs","23","23","1","1","6","22","5","11","0","1","21","10","2","2","11","2","0","1","14","5","0","4","20","0","Iraklis Chalkidas","25","25","1","0","3","17","6","4","1","1","15","8","2","2","11","5","3","0","15","2","0","4","14","0"
"8","3","Iraklis Petosfairishs","25","25","2","2","3","16","9","2","1","0","15","10","0","1","10","3","2","1","11","1","0","6","11","0","Iraklis Chalkidas","20","20","0","1","4","22","6","2","2","2","18","10","0","2","10","2","1","2","12","2","1","5","8","0"
"8","4","Iraklis Petosfairishs","25","24","2","1","3","15","2","6","0","1","14","7","3","0","6","4","0","2","13","5","0","5","12","0","Iraklis Chalkidas","19","20","1","0","5","21","9","3","1","2","18","8","5","1","3","2","0","0","10","3","1","4","14","0"
"8","1","Kifisia","20","21","0","3","2","21","9","3","0","2","18","10","2","2","7","3","2","0","8","1","0","4","18","0","Olympiacos","25","24","2","0","3","19","10","1","3","0","15","11","0","1","8","4","1","1","11","4","0","5","24","1"
"8","2","Kifisia","14","14","0","0","4","21","8","3","2","3","16","8","1","3","3","1","2","0","7","0","0","6","16","0","Olympiacos","25","25","3","2","4","10","6","2","0","0","9","9","0","0","4","3","0","0","6","3","0","2","12","1"
"8","3","Kifisia","19","20","1","0","4","22","7","2","0","1","18","12","0","4","4","1","2","0","7","2","0","4","22","1","Olympiacos","25","24","1","0","2","16","5","4","0","1","15","11","1","1","4","2","1","0","7","2","0","4","18","0"
"8","1","Kyzikos Peramou","23","23","0","1","2","21","7","5","0","2","19","13","3","0","7","2","2","1","9","1","0","2","2","1","Ethnikos Alexandroupolis","25","25","2","0","4","21","6","6","1","0","18","10","1","1","10","4","0","1","13","5","0","1","13","1"
"8","2","Kyzikos Peramou","20","21","1","1","2","21","4","5","0","2","17","7","0","2","13","5","2","1","13","0","0","7","0","0","Ethnikos Alexandroupolis","25","24","2","0","3","19","4","3","1","1","17","8","0","2","17","8","0","2","18","2","0","1","8","0"
"8","3","Kyzikos Peramou","22","22","1","0","6","23","8","2","0","2","20","12","2","0","12","6","1","1","14","1","0","6","1","0","Ethnikos Alexandroupolis","25","25","2","0","2","16","6","3","0","1","15","7","1","0","13","6","0","0","13","3","0","0","8","0"
"8","1","Orestiada","14","15","0","0","3","21","0","3","2","3","15","4","1","1","4","1","1","1","6","4","1","0","13","3","Panathinaikos","25","24","3","2","3","12","6","4","0","0","12","7","1","2","9","4","3","0","8","2","0","1","13","0"
"8","2","Orestiada","17","17","1","1","5","22","9","2","2","1","16","7","0","3","13","3","1","4","3","0","0","1","16","1","Panathinaikos","25","25","1","2","3","12","4","1","1","1","9","4","0","2","12","5","0","1","5","1","1","1","8","1"
"8","3","Orestiada","21","22","3","0","4","18","5","3","2","0","14","7","0","2","13","3","1","2","11","2","1","3","15","1","Panathinaikos","25","23","0","2","5","18","6","3","0","3","15","7","0","0","16","7","2","1","6","1","0","1","11","0"
"8","1","Panachaiki","18","18","2","2","3","23","5","2","4","2","17","8","2","2","9","3","1","0","17","0","0","7","14","0","Pamvochaikos","25","25","2","4","2","15","4","4","2","2","11","5","0","0","20","10","0","3","9","3","0","2","14","0"
"8","2","Panachaiki","19","20","0","2","5","20","9","2","3","3","14","9","1","1","12","4","3","1","10","0","0","4","19","0","Pamvochaikos","25","24","3","3","4","15","4","4","2","0","13","6","0","1","12","5","0","1","13","4","2","5","15","0"
"8","3","Panachaiki","26","25","1","0","4","19","4","4","2","2","15","7","3","0","12","7","1","2","13","2","1","2","19","0","Pamvochaikos","24","25","2","2","6","21","12","4","0","1","20","6","2","2","11","6","0","0","12","4","0","5","19","0"
"8","4","Panachaiki","21","22","0","3","2","20","4","2","4","2","15","5","2","3","18","7","2","1","13","2","2","2","14","0","Pamvochaikos","25","24","2","4","4","20","6","5","3","0","16","7","0","1","17","6","2","2","15","4","1","1","20","0"
"8","1","Foinikas Syrou","25","24","1","1","5","18","4","3","1","1","16","11","0","0","16","6","1","2","9","1","0","4","13","0","Paok","21","22","1","1","4","19","7","1","1","1","17","10","0","1","8","2","1","1","21","1","0","10","17","0"
"8","2","Foinikas Syrou","21","22","3","2","2","20","4","7","1","1","17","5","3","0","12","6","1","1","11","1","0","4","17","3","Paok","25","24","1","1","4","20","8","4","2","3","15","9","0","0","14","5","1","1","12","4","0","3","18","1"
"8","3","Foinikas Syrou","25","24","2","1","6","16","5","4","1","0","15","8","1","1","9","5","1","0","4","2","0","2","16","1","Paok","20","21","0","1","5","18","7","4","1","2","15","8","1","2","4","2","1","1","13","2","0","4","13","0"
"8","4","Foinikas Syrou","20","21","0","1","3","20","7","3","2","2","16","6","1","5","7","2","1","0","13","5","0","4","15","0","Paok","25","24","2","2","4","18","3","5","1","0","17","7","3","1","12","6","2","1","7","2","0","2","13","1"
"8","5","Foinikas Syrou","16","16","0","0","1","16","4","6","1","2","13","9","0","2","5","1","0","2","11","2","0","5","11","0","Paok","18","18","2","1","2","15","6","3","0","0","15","7","2","1","7","4","0","0","6","0","0","4","12","1"
"9","1","Ethnikos Alexandroupolis","25","24","1","1","3","15","6","5","1","1","13","12","0","0","8","4","1","1","11","4","0","5","12","0","Panachaiki","15","16","1","1","1","21","8","4","1","1","18","7","3","1","5","2","1","1","5","1","0","3","16","1"
"9","2","Ethnikos Alexandroupolis","18","19","0","0","4","19","2","4","1","3","14","7","1","2","7","2","1","1","4","1","0","1","13","1","Panachaiki","25","24","3","1","5","15","6","3","0","0","15","7","0","1","8","5","1","1","8","2","1","3","13","0"
"9","3","Ethnikos Alexandroupolis","25","24","0","3","4","20","6","4","0","1","18","9","1","2","14","8","1","0","14","3","2","5","13","0","Panachaiki","22","23","1","0","3","20","5","3","3","0","16","8","2","0","10","3","1","2","17","2","0","8","9","0"
"9","4","Ethnikos Alexandroupolis","25","25","1","0","2","19","9","2","1","0","18","11","2","1","4","2","0","0","15","6","1","5","13","1","Panachaiki","19","19","0","1","0","23","3","7","0","1","22","9","3","5","8","3","2","1","9","2","0","4","18","0"
"9","1","Olympiacos","25","24","1","2","2","14","5","4","2","1","12","8","0","0","17","8","3","0","14","3","2","4","11","0","Iraklis Petosfairishs","16","17","1","2","3","22","8","5","2","1","18","5","2","2","6","3","1","0","13","3","0","5","16","0"
"9","2","Olympiacos","21","22","0","1","4","23","6","4","2","1","20","8","0","5","12","4","2","1","19","5","0","8","14","0","Iraklis Petosfairishs","25","24","1","2","1","18","10","4","1","0","17","6","4","1","12","6","1","0","17","2","1","6","18","1"
"9","3","Olympiacos","25","24","1","1","3","20","3","7","0","1","19","15","2","0","6","3","1","0","8","0","0","4","13","0","Iraklis Petosfairishs","21","22","1","0","2","21","8","5","1","1","19","10","0","4","4","4","0","0","9","3","0","5","18","0"
"9","4","Olympiacos","29","29","0","0","5","22","3","8","0","0","22","15","2","0","14","3","8","0","10","4","0","1","15","0","Iraklis Petosfairishs","27","27","0","0","5","24","14","6","0","0","24","11","4","1","4","1","0","0","21","10","0","6","22","1"
"9","1","Panathinaikos","25","24","1","1","2","22","6","4","2","1","18","13","1","1","8","5","2","1","15","2","0","9","15","0","Kifisia","23","24","1","2","2","22","8","4","1","1","20","12","1","1","5","3","1","0","12","3","0","8","17","1"
"9","2","Panathinaikos","25","26","1","1","2","22","7","6","0","0","21","9","5","1","16","7","1","1","8","1","0","3","20","1","Kifisia","27","26","0","0","4","24","3","7","1","1","22","12","1","1","10","4","0","2","15","6","0","3","18","0"
"9","3","Panathinaikos","25","24","0","2","4","17","6","3","0","0","16","9","3","0","14","5","2","1","9","2","0","4","15","1","Kifisia","21","22","0","0","5","20","2","3","2","0","18","9","1","2","7","1","1","0","15","5","0","5","9","2"
"9","4","Panathinaikos","25","24","0","2","1","20","6","6","2","1","17","11","0","4","7","4","1","0","12","5","0","4","15","1","Kifisia","23","22","1","2","2","23","10","4","2","0","21","11","3","1","6","3","2","0","9","1","0","5","16","0"
"9","1","Paok","25","24","0","1","3","16","6","4","0","1","15","11","0","2","11","6","1","1","13","2","0","0","10","0","Kyzikos Peramou","17","18","1","0","2","21","3","6","1","0","19","6","1","2","8","3","1","1","9","1","0","4","1","1"
"9","2","Paok","25","25","2","1","2","12","4","0","1","0","11","10","0","0","9","5","1","1","16","3","0","1","4","0","Kyzikos Peramou","13","13","0","1","1","23","3","4","1","2","18","7","1","1","9","2","2","3","7","1","0","5","0","0"
"9","3","Paok","25","24","1","2","5","11","4","1","0","1","10","6","0","0","13","10","0","0","6","3","0","0","5","0","Kyzikos Peramou","11","12","1","0","1","19","4","5","2","1","14","4","1","2","5","1","2","1","6","0","0","2","2","1"
"9","1","Pamvochaikos","25","25","2","2","1","11","4","1","1","3","7","3","0","0","11","7","0","1","12","1","0","5","10","0","Orestiada","18","18","3","1","7","24","5","6","2","2","17","9","0","4","9","4","1","0","8","0","1","3","19","1"
"9","2","Pamvochaikos","25","24","2","0","4","14","2","4","1","2","8","5","1","1","11","4","0","1","8","5","0","2","12","1","Orestiada","17","18","2","1","4","20","2","7","0","2","17","3","3","3","8","4","2","1","8","1","0","4","15","1"
"9","3","Pamvochaikos","25","25","1","2","6","14","7","1","1","1","12","9","0","0","14","9","2","0","7","1","0","2","14","0","Orestiada","17","17","1","1","3","19","4","1","2","1","16","6","1","1","7","2","0","1","8","2","1","4","11","0"
"9","1","Iraklis Chalkidas","29","29","3","0","2","24","5","8","0","1","22","9","0","2","16","6","2","1","14","3","0","6","33","1","Foinikas Syrou","27","27","1","0","3","27","8","7","0","3","24","10","1","3","15","8","2","1","12","2","0","3","37","1"
"9","2","Iraklis Chalkidas","19","19","0","0","4","24","5","1","1","5","18","7","3","1","12","4","1","1","12","3","0","3","21","0","Foinikas Syrou","25","25","5","1","1","15","5","5","0","0","14","6","0","2","11","4","3","0","14","4","0","6","27","2"
"9","3","Iraklis Chalkidas","21","22","2","0","2","22","8","5","0","2","20","10","3","0","14","2","4","1","14","4","0","3","31","0","Foinikas Syrou","25","24","2","0","2","20","5","3","0","2","18","8","3","0","15","5","1","1","21","7","0","3","31","0"
"9","4","Iraklis Chalkidas","20","20","2","1","2","23","5","6","1","1","21","9","6","0","13","4","1","2","14","1","0","7","30","1","Foinikas Syrou","25","25","1","1","2","18","4","4","1","2","15","8","1","0","10","4","0","1","21","7","0","7","23","1"
"10","1","Pamvochaikos","25","24","1","0","3","20","7","5","0","1","19","11","1","1","11","4","0","2","18","1","1","6","13","0","Ethnikos Alexandroupolis","22","23","1","0","3","21","6","6","0","1","19","7","1","0","15","7","0","4","7","1","2","4","13","1"
"10","2","Pamvochaikos","25","25","5","1","1","11","1","0","1","1","9","4","1","1","7","4","1","0","10","1","0","5","4","0","Ethnikos Alexandroupolis","15","15","1","1","4","24","6","5","1","5","17","7","1","3","6","4","0","1","7","2","0","3","9","2"
"10","3","Pamvochaikos","25","24","0","1","2","13","2","3","1","3","9","5","1","0","10","7","0","1","14","4","1","4","6","0","Ethnikos Alexandroupolis","16","17","3","1","4","22","7","5","1","0","20","5","4","3","8","4","0","1","7","1","0","2","10","1"
"10","1","Iraklis Petosfairishs","12","13","0","0","0","19","5","4","1","4","14","6","3","2","2","0","1","0","3","0","0","3","11","0","Panathinaikos","25","24","4","1","5","13","4","4","0","0","13","11","0","0","5","4","0","1","10","4","0","3","13","0"
"10","2","Iraklis Petosfairishs","20","20","2","1","4","21","7","5","1","2","18","9","1","1","4","1","1","0","11","2","0","6","16","0","Panathinaikos","25","25","2","1","4","16","3","5","1","2","13","9","0","2","11","7","2","0","13","2","0","6","11","0"
"10","3","Iraklis Petosfairishs","20","21","2","0","3","23","3","5","1","4","18","8","4","0","4","3","0","1","8","3","1","1","12","0","Panathinaikos","25","24","4","1","1","18","2","7","0","2","16","9","2","2","11","3","1","1","8","4","0","3","14","0"
"10","1","Kyzikos Peramou","28","27","2","1","4","24","7","9","1","0","21","11","4","1","12","7","1","0","11","2","0","3","1","1","Iraklis Chalkidas","26","27","0","1","3","22","7","4","1","1","20","11","1","2","12","4","1","0","22","5","0","0","12","1"
"10","2","Kyzikos Peramou","25","25","1","1","4","14","6","5","0","0","14","9","1","0","8","3","1","1","12","6","0","3","0","0","Iraklis Chalkidas","18","18","0","0","4","21","7","4","1","1","19","8","5","1","10","3","1","1","11","2","0","0","11","0"
"10","3","Kyzikos Peramou","25","24","3","1","3","19","1","4","0","2","17","8","4","2","8","4","1","0","11","6","0","2","0","0","Iraklis Chalkidas","23","24","3","0","4","21","8","4","1","3","17","7","4","0","6","3","2","0","17","5","0","2","12","0"
"10","1","Orestiada","19","20","0","2","3","22","6","3","2","0","20","6","0","2","18","8","1","2","11","1","0","7","12","0","Kifisia","25","24","0","2","2","17","7","3","2","0","15","4","1","1","18","12","0","0","17","1","0","9","14","1"
"10","2","Orestiada","25","25","1","2","2","24","7","5","2","2","20","9","2","0","14","6","1","1","13","1","0","7","17","0","Kifisia","27","27","2","2","3","23","5","7","2","1","19","11","0","2","15","8","1","1","13","3","0","6","17","2"
"10","3","Orestiada","20","21","1","0","5","20","10","3","1","1","18","9","0","4","5","2","0","1","7","1","0","4","15","0","Kifisia","25","24","1","1","4","16","3","7","0","1","15","10","1","1","9","4","0","1","4","0","1","3","14","0"
"10","1","Panachaiki","19","19","0","0","2","19","0","6","2","1","15","7","4","0","3","2","0","0","9","1","1","3","14","0","Paok","25","25","1","2","6","17","9","1","0","0","17","12","0","1","7","6","1","0","9","4","0","2","17","1"
"10","2","Panachaiki","19","20","0","1","3","21","4","5","1","2","16","8","1","3","3","2","0","0","11","4","0","1","20","1","Paok","25","23","2","1","2","17","5","4","1","0","15","8","4","0","11","5","0","0","10","1","0","5","16","1"
"10","3","Panachaiki","27","27","0","1","6","28","10","6","2","3","22","12","4","0","18","9","2","0","15","1","0","7","23","0","Paok","29","29","3","2","1","21","5","5","1","0","20","6","1","2","19","7","0","2","24","6","1","9","22","1"
"10","1","Foinikas Syrou","16","17","2","0","5","20","4","4","0","1","19","6","3","2","4","3","0","1","6","1","0","2","19","0","Olympiacos","25","24","1","0","4","12","2","3","0","2","10","7","0","0","9","6","1","0","13","3","0","4","14","0"
"10","2","Foinikas Syrou","20","20","0","1","5","23","9","3","0","0","23","10","4","2","13","5","2","2","10","1","0","5","35","0","Olympiacos","25","25","0","0","2","15","4","1","1","0","14","5","0","1","10","5","1","1","19","6","0","8","16","0"
"10","3","Foinikas Syrou","25","25","4","1","4","19","5","1","2","1","15","5","2","2","18","7","1","0","11","2","0","3","25","1","Olympiacos","23","23","1","2","4","21","8","4","1","4","15","7","0","1","14","5","2","0","22","3","0","7","32","2"
"10","4","Foinikas Syrou","25","23","3","0","4","11","4","1","1","2","8","7","0","0","4","2","0","1","13","5","0","3","8","0","Olympiacos","14","15","2","1","4","19","2","2","0","3","16","5","4","3","6","1","1","1","4","0","0","3","17","0"
